episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
40,1.0,3.2883395818126777,1.471246956083033,0.59617743974083,30.0,2.8386061454929843,[30.0 2.8386061454929843],0.0,False,True,0.5577116141839988,1,25.106790570080385,263.702,prepare,0.0,0
40,2.0,3.288315466500612,1.4713502951094948,0.6033602543226144,3.5044231588528163,3.3102703443052963,[3.5044231588528163 3.3102703443052963],3.514036617677646,False,True,0.5576172271671657,1,25.106790570080385,263.759,in_progress,0.0,0
40,3.0,3.295601359243714,1.4683293614945399,-0.16036374411753573,-5.483113372041384,3.198083113584449,[-5.483113372041384 3.198083113584449],3.831383031870059,False,True,0.5865879810417182,1,25.106790570080385,263.834,in_progress,0.0,0
40,4.0,3.316525973376156,1.4651646649956085,-0.9065421795532125,0.44697867724598694,4.0,[0.44697867724598694 4.0],4.211600591361074,False,True,0.6698788165761589,1,25.106790570080385,263.903,in_progress,0.0,0
40,5.0,3.358974823283972,1.4577720747856526,-2.602386976811481,25.6696705772385,1.4232083137000617,[25.6696705772385 1.4232083137000617],1.5732819514538006,False,True,0.8388316416119639,2,25.106790570080385,263.96,in_progress,0.0,0
40,6.0,3.4114122313215534,1.4572024183131047,-2.7228318333425845,30.0,1.7794729061460925,[30.0 1.7794729061460925],1.6633847372297135,False,True,1.0476782402235472,2,25.106790570080385,264.029,in_progress,0.0,0
40,7.0,3.4678897524983614,1.4707605581160743,1.048129027025445,30.0,2.771660713421107,[30.0 2.771660713421107],1.9113711628708452,False,True,1.2728437971666733,2,25.106790570080385,264.089,in_progress,0.0,0
40,8.0,3.5477086871371384,1.5073355672700222,8.889022432714777,-14.493916600555172,1.0,[-14.493916600555172 1.0],2.9490444102646154,False,True,1.5913475594627653,3,25.106790570080385,264.164,in_progress,0.0,0
40,9.0,3.62887067656969,1.546126181525679,15.389401966515157,-28.118213819134166,1.9096497460434674,[-28.118213819134166 1.9096497460434674],1.70285220779033,False,True,1.9154609417896014,3,25.106790570080385,264.243,in_progress,0.0,0
40,10.0,3.7146888945432774,1.566521912921794,14.68185302660865,-13.346645516727172,1.0,[-13.346645516727172 1.0],2.298563558848299,False,True,2.2576603989900885,3,25.106790570080385,264.299,in_progress,0.0,0
40,11.0,3.7949223834145718,1.5753113835438906,12.0631069427057,-3.5930304661261303,1.4141455492709092,[-3.5930304661261303 1.4141455492709092],2.3898277263301435,False,True,2.5773939237865973,4,25.106790570080385,264.373,in_progress,0.0,0
40,12.0,3.8852845173368933,1.5772051498998008,8.313493813613354,-30.0,1.0,[-30.0 1.0],1.1548806454919882,False,True,2.934771941585847,4,25.106790570080385,264.445,in_progress,0.0,0
40,13.0,3.977336663481051,1.569641370629603,3.8038784829415127,-30.0,2.40017023890762,[-30.0 2.40017023890762],1.5051391851380826,False,True,3.288974179780615,4,25.106790570080385,264.5,in_progress,0.0,0
40,14.0,4.055479281852015,1.5532720649295262,-1.0219488853783911,-30.0,1.0,[-30.0 1.0],1.160399702888443,False,True,3.6022316418373648,5,25.106790570080385,264.561,in_progress,0.0,0
40,15.0,4.140547326205211,1.5183694608532872,-8.677295088634844,-30.0,2.280257049640272,[-30.0 2.280257049640272],1.8115721962323121,False,True,3.9455397558182654,5,25.106790570080385,264.637,in_progress,0.0,0
40,16.0,4.219404544604234,1.4696929168016166,-16.65053265957493,-30.0,1.875700901412336,[-30.0 1.875700901412336],1.71378943328471,False,True,4.256644405516235,5,25.106790570080385,264.712,in_progress,0.0,0
40,17.0,4.294719190963882,1.4026036899382628,-26.03335818365541,-20.518600881638676,1.2426843141117767,[-20.518600881638676 1.2426843141117767],1.5597239205705058,False,True,4.614880471794778,5,25.106790570080385,264.776,in_progress,0.0,0
40,18.0,4.36044599629682,1.325104591935618,-35.13201810966501,-4.836606788105293,3.285760421569179,[-4.836606788105293 3.285760421569179],3.3114834817154537,False,True,4.946773493588333,6,25.106790570080385,264.834,in_progress,0.0,0
40,19.0,4.424012441012978,1.2431595711046575,-41.85244663450511,-30.0,1.0,[-30.0 1.0],1.1764485298925385,False,True,5.54313286682246,6,25.106790570080385,264.899,in_progress,0.0,0
40,20.0,4.482876121003265,1.1579869471944848,-48.23517335798153,-1.3645624043961,1.5627511108787582,[-1.3645624043961 1.5627511108787582],2.5130229154550494,False,True,5.941143845386434,7,25.106790570080385,264.974,in_progress,0.0,0
40,21.0,4.532774789437803,1.084017173528391,-51.128636858245045,-30.0,1.0,[-30.0 1.0],0.9620669986728131,False,True,6.283083739720402,7,25.106790570080385,265.045,in_progress,0.0,0
40,22.0,4.588753083239389,1.0036785976874791,-52.464425256805676,-8.358017279124962,2.9929122459715423,[-8.358017279124962 2.9929122459715423],3.2070395501706233,False,True,7.100858028512336,7,25.106790570080385,265.111,in_progress,0.0,0
40,23.0,4.641684901983556,0.9242788597276229,-53.80653219228304,-30.0,1.3699021724287612,[-30.0 1.3699021724287612],1.2841225470137245,False,True,7.467868706347959,8,25.106790570080385,265.176,in_progress,0.0,0
40,24.0,4.68754628720958,0.8331540786211744,-57.37001113446745,-30.0,2.8794319195524847,[-30.0 2.8794319195524847],1.6626433804838172,False,True,7.959250181687577,8,25.106790570080385,265.24,in_progress,0.0,0
40,25.0,4.720895759762296,0.7331611945319857,-63.019016671950645,-5.118853404621479,1.0,[-5.118853404621479 1.0],2.285428350863877,False,True,8.373228626277882,9,25.106790570080385,265.314,in_progress,0.0,0
