episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
140,1.0,3.288481287239186,1.4713165783874222,0.6026447254934132,3.6056103129556547,1.9490427748792136,[3.6056103129556547 1.9490427748792136],0.0,False,True,0.5582771408440848,1,25.106790570080385,1256.921,prepare,0.0,0
140,2.0,3.2883933877870524,1.4713660312704726,0.6040382426114905,-11.342876094225637,1.411255373526251,[-11.342876094225637 1.411255373526251],3.213783756265708,False,True,0.557927837300827,1,25.106790570080385,1256.993,in_progress,0.0,0
140,3.0,3.2938986996532367,1.472639102299108,0.9154959929842013,6.406539656590539,2.1903554891053245,[6.406539656590539 2.1903554891053245],3.6436256582276467,False,True,0.5798757283952775,1,25.106790570080385,1257.061,in_progress,0.0,0
140,4.0,3.314722321936616,1.4763423383328493,1.7654571825021284,2.1894059439051574,3.619413940997247,[2.1894059439051574 3.619413940997247],4.010598468039648,False,True,0.6628748516137519,1,25.106790570080385,1257.127,in_progress,0.0,0
140,5.0,3.3513031311217514,1.4828063243577585,2.9687220645153416,-14.004290344204655,2.9843368079016703,[-14.004290344204655 2.9843368079016703],4.085091686911898,False,True,0.8086785521452922,2,25.106790570080385,1257.196,in_progress,0.0,0
140,6.0,3.4005589414745057,1.4879748432186286,3.5345095009586607,-19.69733767545749,1.8172511023722349,[-19.69733767545749 1.8172511023722349],2.952841246145349,False,True,1.004945345641481,2,25.106790570080385,1257.26,in_progress,0.0,0
140,7.0,3.4624767471821447,1.4793984981817188,0.7597308417003162,5.792069848340084,1.8102451227623169,[5.792069848340084 1.8102451227623169],3.4451955329112334,False,True,1.2514230680880707,2,25.106790570080385,1257.324,in_progress,0.0,0
140,8.0,3.545119670122488,1.4732619701220997,-0.8321397582362559,-15.128996770706216,2.791430725811539,[-15.128996770706216 2.791430725811539],3.421299424559396,False,True,1.5804872390436666,3,25.106790570080385,1257.397,in_progress,0.0,0
140,9.0,3.647521726736567,1.4729789850288229,-0.6495684481384569,-21.903184853037388,1.129379756040946,[-21.903184853037388 1.129379756040946],2.6417617392090036,False,True,1.988345995037516,3,25.106790570080385,1257.452,in_progress,0.0,0
140,10.0,3.727622244224103,1.459590578451988,-3.405428236723906,-12.361385981988068,1.0,[-12.361385981988068 1.0],3.0160065819619737,False,True,2.307125137534306,3,25.106790570080385,1257.531,in_progress,0.0,0
140,11.0,3.8205324624568218,1.4389730396447942,-6.682735464740606,-17.029725764564375,1.7250964581676793,[-17.029725764564375 1.7250964581676793],2.9329965193692877,False,True,2.6767860941840533,4,25.106790570080385,1257.591,in_progress,0.0,0
140,12.0,3.9024740411202243,1.4153866383452096,-9.73266916186059,-12.975560453730704,2.779239582560664,[-12.975560453730704 2.779239582560664],4.008463103742891,False,True,3.0116271417278866,4,25.106790570080385,1257.668,in_progress,0.0,0
140,13.0,4.007116792355132,1.3727802961507756,-15.04648515182103,-14.630127665904066,2.9707309189208373,[-14.630127665904066 2.9707309189208373],3.4595058550150157,False,True,3.4338887957613364,4,25.106790570080385,1257.72,in_progress,0.0,0
140,14.0,4.100813247236469,1.325959446426155,-19.687769543920556,-4.510898088723234,1.292259613224526,[-4.510898088723234 1.292259613224526],2.5405204254431992,False,True,3.813140659300333,5,25.106790570080385,1257.794,in_progress,0.0,0
140,15.0,4.2046631278404725,1.2778245643941952,-22.961685482978723,3.928084091202251,1.0,[3.928084091202251 1.0],2.389033035463927,False,True,4.3948925450597915,5,25.106790570080385,1257.868,in_progress,0.0,0
140,16.0,4.312296311719577,1.2378690478120435,-21.875041582884837,-11.455230083228066,2.3277771712496307,[-11.455230083228066 2.3277771712496307],3.128496733590181,False,True,4.850011666746637,6,25.106790570080385,1257.924,in_progress,0.0,0
140,17.0,4.385164309492062,1.2107572460106546,-21.469227942547136,-21.008269074744124,2.1932739483462678,[-21.008269074744124 2.1932739483462678],2.244384305469092,False,True,5.158191525607051,6,25.106790570080385,1257.998,in_progress,0.0,0
140,18.0,4.489725228864525,1.1535901231683905,-24.676496499055496,-11.03919211669362,1.6246715253784767,[-11.03919211669362 1.6246715253784767],2.759485876581306,False,True,5.973284850577175,7,25.106790570080385,1258.069,in_progress,0.0,0
140,19.0,4.58884873739824,1.0831571059211236,-29.364032033622987,-30.0,3.1290079610630803,[-30.0 3.1290079610630803],1.715447376542099,False,True,6.800988795306723,7,25.106790570080385,1258.129,in_progress,0.0,0
140,20.0,4.672413534760716,1.0123857269769687,-34.1602070934195,-11.466621496194456,1.0,[-11.466621496194456 1.0],2.43499897336479,False,True,7.1743899237968,8,25.106790570080385,1258.188,in_progress,0.0,0
140,21.0,4.749797629005993,0.9266631899565123,-41.21060066345642,-12.560418790508777,2.518618391817985,[-12.560418790508777 2.518618391817985],3.9406157519179654,False,True,7.596363623782398,8,25.106790570080385,1258.255,in_progress,0.0,0
140,22.0,4.816410056063149,0.8360113037307786,-47.65660360529908,-30.0,2.091634134257928,[-30.0 2.091634134257928],1.7677921531742682,False,True,8.02707211829361,8,25.106790570080385,1258.326,in_progress,0.0,0
140,23.0,4.876596536038973,0.7269085880565824,-54.754675354213276,-19.420982893861108,1.5832934112937909,[-19.420982893861108 1.5832934112937909],2.9484446290516297,False,True,8.493368057517705,9,25.106790570080385,1258.392,in_progress,0.0,0
140,24.0,4.9237832077245365,0.6108606935993628,-61.83616944069734,-13.0500918624363,2.133176079501701,[-13.0500918624363 2.133176079501701],3.750959738508922,False,True,8.976201039069338,9,25.106790570080385,1258.458,in_progress,0.0,0
